customer_id,gender,senior_citizen,partner,dependents,signup_date,tenure_months,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_tickets,has_support_ticket,avg_satisfaction_score,avg_monthly_data_gb,avg_monthly_call_minutes,tenure_bucket,annual_revenue_at_risk,total_addons_subscribed,is_churned
2460-FPSYH,Female,1,No,No,18-03-2021,40,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,2,Yes,3.5,77.75417,638.25,3-4 Years,669.6,4,1
2460-NGXBJ,Male,1,Yes,Yes,05-08-2023,11,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Yes,2.3333,74.47273,404.72727,0-1 Year,0,0,0
2462-XIIJB,Male,0,No,No,01-02-2024,5,Month-to-month,Yes,Electronic check,92.5,452.7,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,3,Yes,3.6667,71.16,680.6,0-1 Year,1110,2,1
2465-BLLEU,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,19.75,19.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,56.8,204,0-1 Year,0,0,0
2466-FCCPT,Female,0,Yes,Yes,08-11-2022,20,One year,No,Bank transfer (automatic),19.7,395.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,82.695,504.7,1-2 Years,0,0,0
2466-NEJOJ,Male,0,Yes,Yes,03-11-2023,8,Month-to-month,No,Credit card (automatic),19.65,169.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,71.2625,593.875,0-1 Year,0,0,0
2468-SJFLM,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,74.3,74.3,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,1,Yes,4,71.4,529,0-1 Year,0,1,0
2469-DTSGX,Female,1,No,No,01-08-2018,72,Two year,No,Electronic check,111.65,7943.45,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,No,0,73.8,593.5,4+ Years,0,5,0
2472-OVKUP,Male,0,Yes,No,02-01-2024,6,Month-to-month,Yes,Electronic check,91,531,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,3,Yes,2.3333,51.43333,726.33333,0-1 Year,1092,3,1
2474-BRUCM,Male,1,Yes,No,18-03-2021,40,Month-to-month,No,Electronic check,101.85,4086.3,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3,Yes,3.6667,88,583.83333,3-4 Years,1222.2,3,1
2474-LCNUE,Female,0,Yes,No,10-08-2022,23,Month-to-month,Yes,Credit card (automatic),73.65,1642.75,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,1,Yes,3,75.46522,734.26087,1-2 Years,0,3,0
2475-MROZF,Male,0,No,No,12-01-2022,30,Month-to-month,Yes,Credit card (automatic),95,2852.4,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,0,No,0,85.34583,746.25,2-3 Years,0,4,0
2476-YGEFM,Female,0,No,No,11-02-2022,29,Month-to-month,Yes,Credit card (automatic),76,2215.25,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,4,Yes,2.75,71.19583,674.41667,2-3 Years,0,0,0
2478-EEWWM,Male,0,Yes,No,26-08-2019,59,Month-to-month,Yes,Electronic check,44.3,2666.75,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,1,Yes,5,69,547.04167,4+ Years,0,2,0
2479-BRAMR,Male,1,Yes,No,16-02-2021,41,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.55,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,3,Yes,3.3333,77.625,651.16667,3-4 Years,1005,2,1
2480-EJWYP,Female,1,Yes,No,25-09-2019,58,One year,Yes,Bank transfer (automatic),97.8,5458.8,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1,Yes,5,74.62083,747.54167,4+ Years,0,3,0
2480-JZOSN,Female,0,Yes,No,31-05-2024,1,Month-to-month,Yes,Mailed check,20.65,20.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,114,767,0-1 Year,0,0,0
2480-SQIOB,Male,0,Yes,Yes,02-03-2024,4,Month-to-month,No,Electronic check,44.8,169.65,No,Yes,No,DSL,No,No,No,No,No,No,0,No,0,79.9,809.5,0-1 Year,0,0,0
2481-SBOYW,Female,0,No,Yes,27-06-2019,61,Two year,Yes,Credit card (automatic),25,1498.35,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,71.575,536.04167,4+ Years,0,0,0
2482-CZGBB,Male,0,No,No,04-09-2023,10,Month-to-month,Yes,Electronic check,70,740,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,2,Yes,3,86.76,590.2,0-1 Year,840,0,1
2483-XSSMZ,Female,0,No,No,17-04-2021,39,One year,Yes,Electronic check,47.85,1886.4,No,Yes,No,DSL,Yes,No,No,No,No,No,1,Yes,3,77.48333,703,3-4 Years,0,1,0
2484-DGXPZ,Female,0,Yes,Yes,13-12-2021,31,Month-to-month,Yes,Mailed check,19.55,658.95,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,4,96.68333,693.375,2-3 Years,234.6,0,1
2485-ITVKB,Female,0,Yes,No,01-05-2024,2,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,3,Yes,3.3333,86.55,283.5,0-1 Year,421.2,1,1
2486-WYVVE,Male,0,Yes,No,13-12-2021,31,One year,Yes,Mailed check,79.3,2484,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,3,Yes,2.6667,94.86667,630.875,2-3 Years,0,4,0
2495-INZWQ,Male,0,No,No,02-03-2024,4,Month-to-month,Yes,Electronic check,44.55,174.3,Yes,No,No phone service,DSL,No,No,No,No,Yes,Yes,3,Yes,3.3333,72.85,421,0-1 Year,534.6,2,1
2495-KZNFB,Female,0,No,No,14-10-2021,33,Month-to-month,Yes,Electronic check,90.65,2989.6,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,4,Yes,3.75,68.5625,634.58333,2-3 Years,0,2,0
2495-TTHBQ,Female,0,No,Yes,02-03-2024,4,One year,Yes,Mailed check,20.4,84.75,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,35.225,392.75,0-1 Year,0,0,0
2498-XLDZR,Female,0,Yes,Yes,13-11-2021,32,Two year,No,Mailed check,73.6,2316.85,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,1,Yes,3,79.36667,549.83333,2-3 Years,0,5,0
2499-AJYUA,Female,1,Yes,No,01-08-2018,72,Two year,Yes,Credit card (automatic),110.8,7882.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,No,0,87.86667,663.08333,4+ Years,0,5,0
2501-XWWTZ,Male,0,No,No,05-08-2023,11,Month-to-month,No,Electronic check,70.2,760.05,No,Yes,No,Fiber optic,No,No,No,No,No,No,1,Yes,5,78.31818,396.45455,0-1 Year,0,0,0
2504-DSHIH,Male,1,Yes,No,10-08-2022,23,Month-to-month,No,Electronic check,86.8,1975.85,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2,Yes,3,71.41304,651.21739,1-2 Years,0,1,0
2506-CLAKW,Female,0,No,No,02-01-2024,6,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2,Yes,1,74.11667,928.83333,0-1 Year,1177.8,5,1
2506-TNFCO,Female,1,Yes,No,31-05-2024,1,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,4,Yes,3,46.1,700,0-1 Year,834.6,0,1
2507-QZPQS,Male,0,No,No,07-04-2023,15,Month-to-month,No,Electronic check,95.7,1451.1,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,1,Yes,3,80.70667,617.4,1-2 Years,0,3,0
2509-TFPJU,Male,0,Yes,No,01-08-2018,72,Two year,No,Credit card (automatic),25.75,1864.2,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,72.87917,592.125,4+ Years,0,0,0
2511-ALLCS,Female,0,Yes,Yes,15-08-2021,35,Two year,No,Bank transfer (automatic),24.3,821.6,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,74.75,616.41667,2-3 Years,0,0,0
2511-MORQY,Male,0,Yes,Yes,22-05-2020,50,One year,No,Bank transfer (automatic),54.9,2614.1,No,Yes,Yes,DSL,No,No,Yes,No,No,No,3,Yes,3.3333,76.90417,637.625,4+ Years,0,1,0
2514-GINMM,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,1,Yes,2,45.3,815,0-1 Year,954,1,1
2516-VQRRV,Female,1,No,No,01-05-2024,2,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,Yes,1.5,70.45,470,0-1 Year,905.4,0,1
2516-XSJKX,Female,0,Yes,Yes,16-02-2021,41,Two year,No,Electronic check,78.45,3126.45,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0,No,0,86.375,737.75,3-4 Years,0,5,0
2519-ERQOJ,Male,1,No,No,14-10-2021,33,Month-to-month,Yes,Electronic check,54.6,1803.7,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,1,Yes,3,68.82917,631.5,2-3 Years,0,4,0
2519-FAKOD,Male,0,No,Yes,17-05-2021,38,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2,Yes,3.5,78.35,642.95833,3-4 Years,1191,3,1
2519-LBNQL,Male,1,Yes,No,27-07-2019,60,One year,Yes,Electronic check,104.35,6339.45,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,4.5,79.525,506.41667,4+ Years,0,4,0
2519-TWKFS,Male,0,Yes,Yes,11-06-2022,25,One year,Yes,Mailed check,55.1,1466.1,No,Yes,Yes,DSL,No,No,No,Yes,No,No,2,Yes,1,70.41667,638.25,2-3 Years,0,1,0
2520-SGTTA,Female,0,Yes,Yes,30-06-2024,0,Two year,No,Mailed check,20,20,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3,0,0,0-1 Year,0,0,0
2521-NPUZR,Male,0,Yes,No,30-09-2018,70,Two year,No,Credit card (automatic),101,7085.5,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2,Yes,5,72.94167,485.16667,4+ Years,0,5,0
2522-AHJXR,Male,0,Yes,No,27-07-2019,60,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2,Yes,2,83.95833,529.5,4+ Years,0,5,0
2522-WLNSF,Female,1,Yes,No,14-09-2021,34,One year,No,Bank transfer (automatic),64.2,2106.3,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,1,Yes,5,84.39583,608.79167,2-3 Years,0,3,0
2523-EWWZL,Female,0,Yes,No,12-04-2022,27,Month-to-month,Yes,Electronic check,76.1,2093.4,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,1,Yes,4,83.44583,629.45833,2-3 Years,0,1,0
2525-GVKQU,Female,0,No,No,27-07-2019,60,Two year,No,Mailed check,20.6,1093,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3.6667,70.45833,747.33333,4+ Years,0,0,0
2528-HFYZX,Male,1,Yes,No,06-02-2023,17,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Yes,2,58.72941,703.88235,1-2 Years,917.4,1,1
2530-ENDWQ,Female,0,Yes,No,31-08-2018,71,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,Yes,4,75.48333,635.79167,4+ Years,1124.4,2,1
2530-FMFXO,Male,0,Yes,Yes,24-11-2019,56,Two year,Yes,Electronic check,103.2,5873.75,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0,No,0,83.77917,765.5,4+ Years,0,4,0
2533-QVMSK,Male,0,Yes,No,27-06-2019,61,Two year,Yes,Electronic check,94.1,5638.3,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,3,Yes,3.6667,86.72917,567.83333,4+ Years,1129.2,3,1
2533-TIBIX,Male,0,Yes,Yes,07-04-2023,15,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,No,No phone service,DSL,Yes,No,No,No,No,No,1,Yes,3,70.7,696.2,1-2 Years,0,1,0
2535-PBCGC,Female,0,Yes,No,30-09-2018,70,Two year,No,Bank transfer (automatic),64.55,4504.9,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,89.26667,560.29167,4+ Years,0,6,0
2538-OIMXF,Female,0,No,Yes,31-05-2024,1,Month-to-month,No,Mailed check,24.7,24.7,No,No,No phone service,DSL,No,No,No,No,No,No,1,Yes,2,24.1,195,0-1 Year,0,0,0
2541-YGPKE,Male,0,Yes,Yes,17-01-2021,42,One year,No,Credit card (automatic),63.7,2763.35,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,0,No,0,84.75417,630.75,3-4 Years,0,3,0
2542-HYGIQ,Female,0,No,No,31-05-2024,1,Month-to-month,No,Credit card (automatic),19.95,19.95,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,57.4,401,0-1 Year,0,0,0
2545-EBUPK,Female,1,No,No,01-05-2024,2,Month-to-month,Yes,Electronic check,84.05,186.05,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2,Yes,2,48.55,582,0-1 Year,0,1,0
2545-LXYVJ,Male,0,Yes,No,01-08-2018,72,Two year,No,Bank transfer (automatic),20.7,1492.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,86.69167,694.58333,4+ Years,0,0,0
2546-KZAAT,Male,0,Yes,No,23-03-2020,52,One year,Yes,Mailed check,75.4,3865.45,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,3,Yes,2.3333,79.525,555.875,4+ Years,0,4,0
2550-AEVRU,Female,0,Yes,Yes,25-10-2019,57,One year,No,Electronic check,53.45,3053,No,Yes,No,DSL,Yes,Yes,No,No,No,No,1,Yes,1,72.9125,572.66667,4+ Years,0,2,0
2550-QHZGP,Male,0,No,No,03-12-2023,7,One year,No,Mailed check,19.5,128.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,101.5,502.14286,0-1 Year,0,0,0
2558-BUOZZ,Male,0,No,No,20-08-2020,47,One year,No,Bank transfer (automatic),94.8,4535.85,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,4,Yes,2.75,86.85,536.91667,3-4 Years,0,3,0
2560-PPCHE,Female,0,No,No,27-02-2019,65,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,0,No,0,89.40833,703.91667,4+ Years,0,4,0
2560-QTSBS,Female,0,Yes,Yes,01-08-2018,72,One year,Yes,Bank transfer (automatic),23.3,1623.15,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,64.64583,738.625,4+ Years,0,0,0
2560-WBWXF,Male,0,No,No,29-11-2018,68,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,74.04167,661.16667,4+ Years,0,0,0
2565-JSLRY,Male,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3,44.7,558,0-1 Year,288.6,0,1
2568-BRGYX,Male,0,No,No,02-03-2024,4,Month-to-month,Yes,Electronic check,70.2,237.95,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,3.3333,99.6,296.5,0-1 Year,842.4,0,1
2568-OIADY,Female,0,Yes,No,16-06-2021,37,Month-to-month,Yes,Electronic check,99.5,3762,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,Yes,1,84.94167,639.41667,3-4 Years,1194,3,1
2569-WGERO,Female,0,No,No,01-08-2018,72,Two year,Yes,Bank transfer (automatic),21.15,1419.4,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,79.22917,665.66667,4+ Years,0,0,0
2573-GYRUU,Male,1,Yes,No,21-07-2020,48,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,3,Yes,3.3333,80.50833,621.5,3-4 Years,0,2,0
2575-GFSOE,Female,0,Yes,Yes,03-12-2023,7,Month-to-month,Yes,Electronic check,69,506.9,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,2,Yes,1.5,106.92857,526.28571,0-1 Year,828,0,1
2576-HXMPA,Female,0,No,No,31-05-2024,1,Month-to-month,No,Credit card (automatic),19.55,19.55,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,76.4,1002,0-1 Year,0,0,0
2577-GVSIL,Male,0,Yes,Yes,15-08-2021,35,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,2,Yes,5,74.51667,638.125,2-3 Years,0,3,0
2578-JQPHZ,Male,0,No,No,18-11-2020,44,Two year,No,Bank transfer (automatic),100.1,4378.35,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,2,Yes,3.5,83.81667,634.20833,3-4 Years,0,4,0
2580-ASVVY,Female,0,Yes,No,16-06-2021,37,Two year,No,Electronic check,45.4,1593.1,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,4,Yes,2,64.65833,557.95833,3-4 Years,0,3,0
2580-ATZSQ,Female,0,Yes,Yes,27-02-2019,65,One year,No,Bank transfer (automatic),61.35,3874.1,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,2,Yes,4.5,92.33333,573.16667,4+ Years,0,3,0
2581-VKIRT,Female,0,Yes,Yes,26-08-2019,59,One year,No,Mailed check,65.5,3801.3,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,1,Yes,4,86.84583,666.54167,4+ Years,0,3,0
2582-FFFZR,Female,0,No,No,09-09-2022,22,Month-to-month,Yes,Electronic check,50.6,1073.3,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,3,Yes,2.6667,82.37273,683.18182,1-2 Years,0,3,0
2585-KTFRE,Male,0,No,Yes,31-05-2024,1,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,0,No,0,23.5,849,0-1 Year,0,4,0
2586-CWXVV,Male,0,Yes,No,23-01-2020,54,Month-to-month,No,Electronic check,30.4,1621.35,No,No,No phone service,DSL,No,Yes,No,No,No,No,0,No,0,71.225,670.33333,4+ Years,0,1,0
2587-EKXTS,Male,0,No,No,18-11-2020,44,Month-to-month,Yes,Electronic check,111.5,4915.15,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,4,Yes,3,64.80833,650.375,3-4 Years,0,5,0
2587-YNLES,Female,0,Yes,Yes,02-01-2024,6,Two year,No,Mailed check,20.1,100.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,88.36667,585,0-1 Year,0,0,0
2589-AYCRP,Female,0,No,No,22-05-2020,50,One year,No,Bank transfer (automatic),19.75,989.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,76.79167,613.875,4+ Years,0,0,0
2592-HODOV,Male,0,No,No,06-06-2023,13,One year,No,Credit card (automatic),19.3,259.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,74.9,623.92308,1-2 Years,0,0,0
2592-SEIFQ,Male,0,No,No,01-04-2024,3,Month-to-month,No,Electronic check,24.75,66.95,Yes,No,No phone service,DSL,No,No,No,No,No,No,1,Yes,2,90.06667,255.66667,0-1 Year,297,0,1
2592-YKDIF,Female,0,No,No,31-05-2024,1,Month-to-month,No,Mailed check,20.35,20.35,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,129,732,0-1 Year,0,0,0
2595-KIWPV,Male,0,No,Yes,12-04-2022,27,Two year,No,Credit card (automatic),19.7,509.3,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,78.7375,618.91667,2-3 Years,0,0,0
2599-CIPQE,Male,0,Yes,Yes,31-08-2018,71,Two year,No,Credit card (automatic),109.3,7782.85,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0,No,0,80.175,780,4+ Years,0,6,0
2599-CZABP,Male,0,Yes,No,07-05-2023,14,One year,No,Electronic check,44.6,641.25,No,Yes,No,DSL,No,No,No,No,No,No,2,Yes,3,82.25,487.21429,1-2 Years,0,0,0
2603-HVKCG,Male,0,No,No,13-12-2021,31,Month-to-month,Yes,Electronic check,101.4,3143.65,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,4.5,84.85833,625.25,2-3 Years,0,4,0
2604-IJPDU,Female,0,Yes,No,08-11-2022,20,Month-to-month,Yes,Electronic check,96.55,1901.65,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,4,Yes,3,82.33,669.7,1-2 Years,0,4,0
2604-XVDAM,Female,0,No,No,06-07-2023,12,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No,Yes,No,DSL,No,No,No,No,No,No,0,No,0,75.85833,764.25,0-1 Year,0,0,0
2606-PKWJB,Male,0,No,Yes,18-03-2021,40,One year,No,Mailed check,40.25,1564.05,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,3,Yes,4.6667,75.2875,504.5,3-4 Years,0,3,0
2606-RMDHZ,Male,0,No,No,02-01-2024,6,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,3,Yes,2.3333,82.58333,419,0-1 Year,366,1,1
2607-DHDAK,Male,0,Yes,Yes,01-08-2018,72,Two year,Yes,Credit card (automatic),19.8,1414.65,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,5,70.54167,575.25,4+ Years,0,0,0
2607-FBDFF,Male,0,No,No,31-05-2024,1,Month-to-month,No,Credit card (automatic),49,49,No,Yes,No,DSL,No,No,No,Yes,No,No,3,Yes,1.6667,33.4,1069,0-1 Year,0,1,0
2608-BHKFN,Female,0,No,No,02-03-2024,4,Month-to-month,Yes,Credit card (automatic),70.05,266.9,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,4,Yes,2,44.925,933.5,0-1 Year,840.6,0,1
2609-IAICY,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Electronic check,77.15,77.15,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,2,Yes,4,137.4,894,0-1 Year,925.8,0,1
2612-PHGOX,Male,0,Yes,No,29-03-2019,64,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,1,Yes,4,71.25417,606.75,4+ Years,0,4,0
2612-RANWT,Female,0,No,No,06-07-2023,12,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,2,Yes,3,87.6,406.66667,0-1 Year,1201.8,3,1
2612-RRIDN,Male,0,No,No,02-03-2024,4,Month-to-month,Yes,Electronic check,81,340.85,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Yes,1.6667,65.65,416.5,0-1 Year,972,1,1
2615-YVMYX,Male,1,Yes,No,31-08-2018,71,Month-to-month,Yes,Electronic check,107.5,7713.55,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,No,0,77.97083,634.66667,4+ Years,0,5,0
2616-FLVQC,Male,0,No,No,29-03-2019,64,Two year,No,Mailed check,19.55,1240.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,3.6667,72.6625,688.625,4+ Years,0,0,0
2616-UUTFK,Male,0,Yes,No,14-10-2021,33,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,0,No,0,67.3375,592.875,2-3 Years,0,4,0
2619-WFQWU,Female,0,No,No,31-05-2024,1,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,3,Yes,2,84.7,113,0-1 Year,841.8,0,1
2621-UDNLU,Female,0,Yes,No,01-04-2024,3,Month-to-month,No,Mailed check,20.85,72,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,0,98.5,580,0-1 Year,0,0,0
2623-DRYAM,Female,0,Yes,No,30-09-2018,70,One year,Yes,Electronic check,101.75,7069.3,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,No,0,75.09167,715,4+ Years,0,3,0
2625-TRCZQ,Female,0,Yes,No,22-04-2020,51,Month-to-month,Yes,Electronic check,49.65,2553.35,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,3,Yes,2.6667,66.125,614.29167,4+ Years,0,3,0
2626-URJFX,Male,0,Yes,Yes,02-03-2024,4,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,Yes,Yes,DSL,No,No,No,No,No,No,1,Yes,3,94.1,616.75,0-1 Year,610.8,0,1
2626-VEEWG,Male,0,Yes,Yes,29-12-2018,67,Two year,Yes,Credit card (automatic),19.4,1284.2,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,70.32917,549.16667,4+ Years,0,0,0
2632-IVXVF,Female,0,Yes,Yes,29-11-2018,68,Two year,No,Credit card (automatic),111.75,7511.3,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1,Yes,1,83.15417,744.45833,4+ Years,0,5,0
2632-TACXW,Female,0,Yes,No,28-05-2019,62,Two year,No,Bank transfer (automatic),23.65,1416.75,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2.5,73.875,550.70833,4+ Years,0,0,0
2632-UCGVD,Male,1,Yes,No,28-01-2019,66,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,2,Yes,4.5,71.17083,705.58333,4+ Years,1200.6,3,1
2634-HCZGT,Male,1,Yes,No,22-02-2020,53,One year,Yes,Electronic check,60.05,3229.65,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1,Yes,3,58.3,697,4+ Years,720.6,2,1
